Prcie,Unit,Date,Type,Area,Towards,Floor,Arichi,Elevator,Year,Pro,ProR,Decorate,Community,Address,PlotR,Address2,GreenR,Domain,Park,FinishYear
115,12921,28天前,2室2厅1卫,建面89㎡,南北向,中层(共18层),"普通住宅 | 板楼	",有电梯,2006年,满五年,70年商品房,精装修,我爱我家,"雁塔 - 电子正街 - 
电子正街229号",容积率：3.10,所在地址：电子正街229号,绿化率：40%,所在区域：雁塔 - 电子正街,停车位：暂无信息,竣工时间：2018年
105,12352,28天前,2室1厅1卫,建面85㎡,东向,中层(共32层),"普通住宅 | 板楼	",有电梯,2012年,满五唯一,70年商品房,精装修,东方星苑,"碑林 - 其他 - 
东关正街109号",容积率：6.00,所在地址：东关正街109号,绿化率：20%,所在区域：碑林 - 其他,停车位：500个,竣工时间：2018年
105,11379,27天前,2室1厅1卫,建面92㎡,北向,中层(共31层),"普通住宅 | 板楼	",有电梯,2011年,满五唯一,70年商品房,精装修,华龙佳园,"碑林 - 长乐坊 - 
长乐坊路22号",容积率：6.80,所在地址：长乐坊路22号,绿化率：20%,所在区域：碑林 - 长乐坊,"停车位：充足,可租可售",竣工时间：2018年
54,6136,28天前,2室2厅1卫,建面88㎡,西北向,高层(共30层),"普通住宅 | 板塔结合	",有电梯,2013年,满五唯一,70年,毛坯,天玺龙景,"未央 - 三桥 - 
三桥路,近建章路",容积率：3.20,"所在地址：三桥路,近建章路",绿化率：35%,所在区域：未央 - 三桥,停车位：暂无信息,竣工时间：2018年
180,14634,28天前,3室2厅2卫,建面123㎡,东南向,中层(共28层),"普通住宅 | 板楼	",有电梯,2008年,满五年,70年商品房,精装修,城南锦绣,"雁塔 - 西影路 - 
西延路70号",容积率：2.00,所在地址：西延路70号,绿化率：52%,所在区域：雁塔 - 西影路,停车位：1252个,竣工时间：2018年
65,9027,28天前,2室1厅1卫,建面72㎡,北向,高层(共7层),"普通住宅 | 板塔结合	",有电梯,2000年,满二唯一,70年商品房,精装修,大新巷小区,"碑林 - 东关南街 - 
东关南街6号",容积率：暂无信息,所在地址：东关南街6号,绿化率：25%,所在区域：碑林 - 东关南街,停车位：小区内停车,竣工时间：1999年
72,7578,27天前,2室2厅1卫,建面95㎡,南向,中层(共33层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,尚豪家园,"未央 - 朱宏路 - 
梨园路,近二环北路西段",容积率：6.59,"所在地址：梨园路,近二环北路西段",绿化率：30%,所在区域：未央 - 朱宏路,停车位：暂无信息,竣工时间：2018年
112,10181,27天前,3室2厅2卫,建面110㎡,南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,新福兴纽约城,"未央 - 方新村 - 
朱宏路,近纬二十九街",容积率：4.30,"所在地址：朱宏路,近纬二十九街",绿化率：35%,所在区域：未央 - 方新村,停车位：暂无信息,竣工时间：2018年
100,14880,28天前,3室2厅2卫,建面67㎡,北向,高层(共19层),"普通住宅 | 板塔结合	",有电梯,2010年,满两年,70年商品房,简单装修,大唐世家,暂无信息,容积率：2.30,所在地址：大兴西路30号,绿化率：32%,所在区域：,停车位：暂无信息,竣工时间：1970年
59.8,6191,27天前,2室2厅1卫,建面96㎡,南北向,低层(共31层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,简约花园,暂无信息,容积率：4.70,所在地址：汉城北路,绿化率：30%,所在区域：,停车位：暂无信息,竣工时间：2018年
178,11580,28天前,4室3厅2卫,建面153㎡,南北向,暂无信息,"普通住宅 | 板塔结合	",无电梯,2010年,满两年,70年商品房,精装修,桐芳巷小区,暂无信息,容积率：1.79,所在地址：永全路8号,绿化率：35%,所在区域：,停车位：暂无信息,竣工时间：2018年
82,9111,28天前,3室1厅1卫,建面90㎡,南北向,中层(共7层),"普通住宅 | 板楼	",无电梯,2001年,满五唯一,70年商品房,精装修,西安电力高等专科学校住宅区,"碑林 - 长乐坊 - 
永乐路18号",容积率：暂无信息,所在地址：永乐路18号,绿化率：暂无信息,所在区域：碑林 - 长乐坊,停车位：暂无信息,竣工时间：暂无信息
178,11580,28天前,4室3厅2卫,建面153㎡,南北向,暂无信息,"普通住宅 | 板塔结合	",无电梯,2010年,满两年,70年商品房,精装修,桐芳巷小区,暂无信息,容积率：1.79,所在地址：永全路8号,绿化率：35%,所在区域：,停车位：暂无信息,竣工时间：2018年
100,14880,28天前,3室2厅2卫,建面67㎡,北向,高层(共19层),"普通住宅 | 板塔结合	",有电梯,2012年,满五年,70年商品房,简单装修,大唐世家,暂无信息,容积率：2.30,所在地址：大兴西路30号,绿化率：32%,所在区域：,停车位：暂无信息,竣工时间：1970年
23,5558,27天前,2室2厅1卫,建面41㎡,南北向,高层(共16层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,精装修,蔺高新居,"未央 - 三桥 - 
武警路",容积率：2.30,所在地址：武警路,绿化率：28%,所在区域：未央 - 三桥,停车位：暂无信息,竣工时间：暂无信息
50,9259,27天前,2室1厅1卫,建面54㎡,南向,低层(共7层),"普通住宅	",无电梯,2000年,满五年,70年商品房,精装修,食品厂家属院,暂无信息,容积率：暂无信息,所在地址：南小巷55号,绿化率：暂无信息,所在区域：,停车位：暂无信息,竣工时间：2018年
48,11162,27天前,2室2厅1卫,建面43㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,新福兴纽约城,"未央 - 方新村 - 
朱宏路,近纬二十九街",容积率：4.30,"所在地址：朱宏路,近纬二十九街",绿化率：35%,所在区域：未央 - 方新村,停车位：暂无信息,竣工时间：2018年
66,6168,27天前,3室2厅2卫,建面107㎡,南北向,中层(共29层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,简约花园,暂无信息,容积率：4.70,所在地址：汉城北路,绿化率：30%,所在区域：,停车位：暂无信息,竣工时间：2018年
108,13170,27天前,2室2厅1卫,建面82㎡,西南向,低层(共25层),"普通住宅	",有电梯,2003年,满五年,70年商品房,精装修,都市绿洲花园,"莲湖 - 玉祥门 - 
大庆路260号",容积率：暂无信息,所在地址：大庆路260号,绿化率：30%,所在区域：莲湖 - 玉祥门,停车位：暂无信息,竣工时间：2018年
115,14375,28天前,2室2厅1卫,建面80㎡,东向,高层(共32层),"普通住宅 | 塔楼	",有电梯,2001年,满两年,70年商品房,简单装修,幸福逸家,"碑林 - 东门外 - 
东关正街9号",容积率：6.50,所在地址：东关正街9号,绿化率：23%,所在区域：碑林 - 东门外,停车位：暂无信息,竣工时间：2018年
61,11509,27天前,2室2厅1卫,建面53㎡,南向,中层(共32层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,新福兴纽约城,"未央 - 方新村 - 
朱宏路,近纬二十九街",容积率：4.30,"所在地址：朱宏路,近纬二十九街",绿化率：35%,所在区域：未央 - 方新村,停车位：暂无信息,竣工时间：2018年
115,12624,28天前,2室2厅1卫,建面91㎡,西向,高层(共32层),"普通住宅 | 板楼	",有电梯,2012年,唯一住房,70年商品房,精装修,幸福逸家,"碑林 - 东门外 - 
东关正街9号",容积率：6.50,所在地址：东关正街9号,绿化率：23%,所在区域：碑林 - 东门外,停车位：暂无信息,竣工时间：2018年
55,6707,27天前,2室2厅1卫,建面82㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,雅梦新居,"未央 - 朱宏路 - 
方新路",容积率：2.50,所在地址：方新路,绿化率：31%,所在区域：未央 - 朱宏路,停车位：紧缺,竣工时间：2018年
44.5,5933,27天前,2室2厅1卫,建面75㎡,南向,中层(共32层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,简约花园,"莲湖 - 枣园 - 
汉城北路",容积率：4.70,所在地址：汉城北路,绿化率：30%,所在区域：莲湖 - 枣园,停车位：暂无信息,竣工时间：2018年
47,6184,27天前,2室2厅1卫,建面76㎡,南向,中层(共29层),"普通住宅 | 板塔结合	",有电梯,2018年,不满两年,70年商品房,毛坯,简约花园,暂无信息,容积率：4.70,所在地址：汉城北路,绿化率：30%,所在区域：,停车位：暂无信息,竣工时间：2018年
90,10975,28天前,2室2厅1卫,建面82㎡,北向,中层(共25层),"普通住宅	",有电梯,2006年,满五年,70年商品房,简单装修,丽苑,"碑林 - 太乙路 - 
太乙路5号",容积率：暂无信息,所在地址：太乙路5号,绿化率：25%,所在区域：碑林 - 太乙路,停车位：暂无信息,竣工时间：2018年
53,12926,28天前,1室0厅1卫,建面41㎡,东南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2010年,满五年,70年商品房,简单装修,纯翠花园,"雁塔 - 西影路 - 
西影路209号",容积率：暂无信息,所在地址：西影路209号,绿化率：30%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
51,9107,28天前,2室1厅1卫,建面56㎡,南北向,中层(共7层),"普通住宅 | 板楼	",无电梯,2002年,唯一住房,70年商品房,简单装修,大新巷小区,"碑林 - 东关南街 - 
东关南街6号",容积率：暂无信息,所在地址：东关南街6号,绿化率：25%,所在区域：碑林 - 东关南街,停车位：小区内停车,竣工时间：1999年
236,15751,28天前,4室2厅2卫,建面149㎡,南北向,低层(共32层),"普通住宅	",有电梯,2009年,满五年,70年商品房,毛坯,宫园壹号,"未央 - 龙首村 - 
未央路27号",容积率：6.40,所在地址：未央路27号,绿化率：40%,所在区域：未央 - 龙首村,停车位：暂无信息,竣工时间：2018年
80,11764,28天前,2室1厅1卫,建面68㎡,南向,低层(共32层),"公寓 | 板塔结合	",无电梯,2012年,满五年,40年商住两用,精装修,锦翔梧桐坊,暂无信息,容积率：5.30,所在地址：大兴东路2号,绿化率：38%,所在区域：,停车位：暂无信息,竣工时间：2018年
56,6588,27天前,2室2厅1卫,建面85㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,大兴景苑,暂无信息,容积率：4.20,所在地址：大白杨南路7号,绿化率：35%,所在区域：,停车位：暂无信息,竣工时间：暂无信息
110,10476,27天前,2室2厅1卫,建面105㎡,南北向,高层(共7层),"普通住宅 | 板楼	",无电梯,2000年,满两年,70年商品房,精装修,丰禾小区,暂无信息,容积率：2.36,所在地址：丰禾路8号,绿化率：15%,所在区域：,停车位：暂无信息,竣工时间：1998年
53,6463,27天前,2室2厅1卫,建面82㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,大兴景苑,暂无信息,容积率：4.20,所在地址：大白杨南路7号,绿化率：35%,所在区域：,停车位：暂无信息,竣工时间：暂无信息
50,6250,27天前,2室2厅1卫,建面80㎡,南向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,简约花园,暂无信息,容积率：4.70,所在地址：汉城北路,绿化率：30%,所在区域：,停车位：暂无信息,竣工时间：2018年
123,15185,28天前,2室2厅1卫,建面81㎡,南向,低层(共33层),"普通住宅 | 板塔结合	",有电梯,2013年,满五年,70年商品房,精装修,长兴园湖曲,暂无信息,容积率：3.50,所在地址：梨园路,绿化率：39%,所在区域：,停车位：暂无信息,竣工时间：2018年
118,13697,28天前,2室2厅1卫,建面86㎡,东北向,低层(共26层),"普通住宅 | 板塔结合	",有电梯,2009年,满五年,70年商品房,精装修,苏格兰风笛,"雁塔 - 西影路 - 
西影路",容积率：3.50,所在地址：西影路,绿化率：20%,所在区域：雁塔 - 西影路,停车位：70,竣工时间：2018年
64,8888,28天前,2室2厅1卫,建面72㎡,西向,中层(共7层),"普通住宅 | 板楼	",有电梯,2002年,满五唯一,70年商品房,精装修,东新街小区,"新城 - 尚勤路 - 
尚勤路112号",容积率：2.80,所在地址：尚勤路112号,绿化率：33%,所在区域：新城 - 尚勤路,停车位：暂无信息,竣工时间：2018年
69.6,7102,28天前,3室2厅1卫,建面98㎡,南北向,中层(共31层),"普通住宅	",有电梯,2018年,唯一住房,70年商品房,毛坯,当代上品湾MOMA,"高陵 - 
泾渭八路,近长庆东路",容积率：暂无信息,"所在地址：泾渭八路,近长庆东路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
115,10000,28天前,3室2厅1卫,建面115㎡,南北向,低层(共7层),"普通住宅 | 板楼	",有电梯,2005年,满五唯一,70年商品房,精装修,新城区工商局家属院,"新城 - 韩森寨 - 
万年路29号",容积率：2.30,所在地址：万年路29号,绿化率：32%,所在区域：新城 - 韩森寨,停车位：暂无信息,竣工时间：2018年
77,7938,29天前,3室1厅1卫,建面97㎡,南北向,高层(共8层),"普通住宅 | 板楼	",无电梯,1999年,满两年,70年商品房,简单装修,古迹岭小区,暂无信息,容积率：暂无信息,所在地址：东关南街,绿化率：20%,所在区域：,停车位：暂无信息,竣工时间：1998年
41,9318,28天前,1室1厅1卫,建面44㎡,北向,中层(共7层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,精装修,丹尼尔中山门小区,"新城 - 中山门 - 
东一路25号",容积率：2.40,所在地址：东一路25号,绿化率：20%,所在区域：新城 - 中山门,停车位：暂无信息,竣工时间：2018年
122,17941,29天前,2室1厅1卫,建面68㎡,北向,中层(共30层),"普通住宅 | 板楼	",有电梯,2013年,满两年,70年商品房,精装修,新旅城,"碑林 - 文艺路 - 
建设西路中段65号",容积率：6.00,所在地址：建设西路中段65号,绿化率：35%,所在区域：碑林 - 文艺路,停车位：全部为地下，户车比例为21。,竣工时间：2018年
150,14512,28天前,2室2厅1卫,建面103㎡,南向,中层(共12层),"普通住宅 | 板塔结合	",有电梯,2012年,满五年,70年商品房,精装修,交大曲江新村,暂无信息,容积率：4.20,所在地址：雁翔路99号,绿化率：27%,所在区域：,停车位：暂无信息,竣工时间：2018年
450,32241,29天前,4室2厅2卫,建面139㎡,南北向,低层(共11层),"普通住宅 | 板楼	",有电梯,2004年,满五唯一,70年商品房,精装修,丰景佳园,"新城 - 其他 - 
雁引路",容积率：2.30,所在地址：雁引路,绿化率：43%,所在区域：新城 - 其他,停车位：暂无信息,竣工时间：2018年
110,9649,29天前,3室2厅2卫,建面114㎡,西北向,中层(共30层),"普通住宅	",有电梯,2008年,满五年,70年商品房,简单装修,唐都温泉花园,暂无信息,容积率：2.10,所在地址：枣园东路2号,绿化率：36%,所在区域：,停车位：200,竣工时间：2018年
55,11000,29天前,1室1厅1卫,建面50㎡,南北向,中层(共9层),"普通住宅 | 板楼	",有电梯,2016年,满五唯一,40年商品房,精装修,智慧新城,"长安 - 
南长安街666号",容积率：3.60,所在地址：南长安街666号,绿化率：40%,所在区域：长安,停车位：共202个，车位比1：0.8,竣工时间：2018年
55,11000,29天前,1室1厅1卫,建面50㎡,南北向,高层(共9层),"普通住宅 | 板楼	",有电梯,2016年,满五唯一,40年商品房,精装修,智慧新城,"长安 - 
南长安街666号",容积率：3.60,所在地址：南长安街666号,绿化率：40%,所在区域：长安,停车位：共202个，车位比1：0.8,竣工时间：2018年
130,12871,28天前,2室2厅1卫,建面101㎡,东北向,中层(共18层),"普通住宅 | 板塔结合	",有电梯,2007年,满五年,70年商品房,精装修,西安哈佛公馆,"曲江新区 - 雁翔路 - 
雁翔路",容积率：4.72,所在地址：雁翔路,绿化率：31%,所在区域：曲江新区 - 雁翔路,停车位：130,竣工时间：2018年
89,12705,29天前,2室1厅1卫,建面70㎡,东向,低层(共16层),"普通住宅	",有电梯,2006年,满五年,70年商品房,简单装修,假日国际公寓,暂无信息,容积率：7.60,所在地址：北大街88号,绿化率：16%,所在区域：,停车位：103,竣工时间：2018年
122,17941,29天前,2室1厅1卫,建面68㎡,北向,中层(共33层),"普通住宅	",无电梯,2013年,满两年,70年商品房,精装修,新旅城,"碑林 - 文艺路 - 
建设西路中段65号",容积率：6.00,所在地址：建设西路中段65号,绿化率：35%,所在区域：碑林 - 文艺路,停车位：全部为地下，户车比例为21。,竣工时间：2018年
125,14170,28天前,2室2厅1卫,建面88㎡,东北向,低层(共26层),"普通住宅 | 塔楼	",有电梯,2008年,满五年,70年商品房,精装修,苏格兰风笛,"雁塔 - 西影路 - 
西影路",容积率：3.50,所在地址：西影路,绿化率：20%,所在区域：雁塔 - 西影路,停车位：70,竣工时间：2018年
45,9000,28天前,1室1厅1卫,建面50㎡,南向,高层(共7层),"普通住宅 | 板楼	",有电梯,2004年,满五唯一,70年商品房,精装修,丹尼尔中山门小区,"新城 - 中山门 - 
东一路25号",容积率：2.40,所在地址：东一路25号,绿化率：20%,所在区域：新城 - 中山门,停车位：暂无信息,竣工时间：2018年
62,6138,28天前,3室2厅1卫,建面101㎡,南北向,中层(共33层),"普通住宅 | 板塔结合	",有电梯,2016年,唯一住房,70年商品房,毛坯,利庆香榭花城,"其他 - 
沣泾大道",容积率：3.89,所在地址：沣泾大道,绿化率：暂无信息,所在区域：其他,停车位：暂无信息,竣工时间：2018年
48,9411,28天前,1室1厅1卫,建面51㎡,南向,高层(共7层),"普通住宅 | 板楼	",有电梯,2002年,满五唯一,70年商品房,精装修,丹尼尔中山门小区,"新城 - 中山门 - 
东一路25号",容积率：2.40,所在地址：东一路25号,绿化率：20%,所在区域：新城 - 中山门,停车位：暂无信息,竣工时间：2018年
66,6665,28天前,3室2厅1卫,建面99㎡,南北向,中层(共25层),"普通住宅 | 板塔结合	",有电梯,2014年,满二唯一,70年商品房,毛坯,颐和盛世,"高陵 - 
泾渭南路21号",容积率：2.10,所在地址：泾渭南路21号,绿化率：40%,所在区域：高陵,停车位：总数2485个 比例114497 地上车位570个 地下车位1915个,竣工时间：2018年
48,7868,28天前,2室1厅1卫,建面61㎡,南北向,高层(共6层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,精装修,七十八中家属院,"雁塔 - 西影路 - 
康宁路",容积率：1.70,所在地址：康宁路,绿化率：19%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
58,8529,28天前,2室2厅1卫,建面68㎡,南北向,中层(共7层),"普通住宅 | 板楼	",有电梯,2003年,满五唯一,70年商品房,精装修,早慈巷小区,暂无信息,容积率：暂无信息,"所在地址：东举院巷,近庙后街",绿化率：36%,所在区域：,停车位：暂无信息,竣工时间：2018年
108,16615,29天前,2室2厅1卫,建面65㎡,南向,低层(共32层),"普通住宅 | 板楼	",有电梯,2010年,唯一住房,70年商品房,精装修,万科城一期,"长安 - 西长安街 - 
书香路",容积率：3.03,所在地址：书香路,绿化率：45%,所在区域：长安 - 西长安街,停车位：全部地下，户车比例为10.5。,竣工时间：2018年
48,7868,28天前,2室1厅1卫,建面61㎡,南北向,高层(共6层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,精装修,七十八中家属院,"雁塔 - 西影路 - 
康宁路",容积率：1.70,所在地址：康宁路,绿化率：19%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
55,10377,28天前,2室1厅1卫,建面53㎡,西向,中层(共7层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,简单装修,五星小区南区,暂无信息,容积率：暂无信息,所在地址：甜水井街33号,绿化率：35%,所在区域：,停车位：21个,竣工时间：1999年
65,6500,28天前,3室2厅2卫,建面100㎡,南北向,中层(共30层),"普通住宅	",有电梯,2018年,唯一住房,70年商品房,毛坯,渭城风景,"泾渭新区 - 其他 - 
长庆东路21号",容积率：3.06,所在地址：长庆东路21号,绿化率：40%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
65,9558,29天前,2室1厅1卫,建面68㎡,南向,高层(共7层),"普通住宅 | 板楼	",无电梯,1998年,满两年,70年商品房,精装修,洒金桥小区,"长安 - 其他 - 
莲湖路",容积率：2.00,所在地址：莲湖路,绿化率：30%,所在区域：长安 - 其他,停车位：暂无信息,竣工时间：2018年
73,11060,28天前,2室1厅1卫,建面66㎡,南向,低层(共7层),"普通住宅 | 板楼	",有电梯,2002年,满五唯一,70年商品房,毛坯,丹尼尔中山门小区,"新城 - 中山门 - 
东一路25号",容积率：2.40,所在地址：东一路25号,绿化率：20%,所在区域：新城 - 中山门,停车位：暂无信息,竣工时间：2018年
65,6250,29天前,3室1厅1卫,建面104㎡,南向,中层(共30层),"普通住宅 | 板塔结合	",有电梯,2012年,满五年,70年,简单装修,欣欣家园,"未央 - 三桥 - 
三桥路29号",容积率：2.50,所在地址：三桥路29号,绿化率：36%,所在区域：未央 - 三桥,停车位：暂无信息,竣工时间：1999年
315,16578,29天前,4室2厅2卫,建面190㎡,南北向,中层(共11层),"普通住宅 | 板楼	",有电梯,2006年,满五年,70年商品房,精装修,锦园新世纪花园社区,"未央 - 
玄武路69号",容积率：5.00,所在地址：玄武路69号,绿化率：53%,所在区域：未央,停车位：2800,竣工时间：2018年
122,16266,28天前,2室1厅1卫,建面75㎡,南北向,中层(共7层),"普通住宅 | 板楼	",有电梯,2004年,满五唯一,70年商品房,简单装修,光明小区,"新城 - 太华路 - 
太华南路461号",容积率：2.00,所在地址：太华南路461号,绿化率：36%,所在区域：新城 - 太华路,停车位：地上车位,竣工时间：1999年
108,10485,29天前,2室1厅1卫,建面103㎡,东向,中层(共20层),"普通住宅 | 板塔结合	",有电梯,2002年,满五唯一,70年商品房,精装修,建行家属院(伞塔路),"碑林 - 长乐坊 - 
兴庆北路93号",容积率：2.00,所在地址：兴庆北路93号,绿化率：30%,所在区域：碑林 - 长乐坊,停车位：暂无信息,竣工时间：2018年
59,10172,28天前,2室1厅1卫,建面58㎡,南北向,中层(共7层),"普通住宅 | 板楼	",有电梯,1999年,满五唯一,70年商品房,精装修,安民里住宅小区,"碑林 - 柏树林 - 
东新街149号",容积率：2.00,所在地址：东新街149号,绿化率：20%,所在区域：碑林 - 柏树林,停车位：小区内停车,竣工时间：1998年
108,10000,28天前,3室2厅1卫,建面108㎡,南北向,高层(共7层),"普通住宅 | 板楼	",有电梯,2000年,满五唯一,70年商品房,简单装修,立新街小区2号院,暂无信息,容积率：2.00,所在地址：立新街66号,绿化率：30%,所在区域：,停车位：暂无信息,竣工时间：2018年
53,10000,28天前,2室1厅1卫,建面53㎡,南北向,高层(共7层),"普通住宅 | 板楼	",有电梯,1998年,满五唯一,70年商品房,精装修,安民里住宅小区,"碑林 - 柏树林 - 
东新街149号",容积率：2.00,所在地址：东新街149号,绿化率：20%,所在区域：碑林 - 柏树林,停车位：小区内停车,竣工时间：1998年
178,15614,29天前,3室2厅2卫,建面114㎡,南向,中层(共33层),"普通住宅 | 板楼	",有电梯,2013年,唯一住房,70年商品房,精装修,万科城二期,"长安 - 郭杜 - 
樱花二路",容积率：3.00,所在地址：樱花二路,绿化率：40%,所在区域：长安 - 郭杜,停车位：暂无信息,竣工时间：2018年
100,16129,29天前,2室1厅1卫,建面62㎡,西南向,中层(共32层),"公寓 | 塔楼	",有电梯,2012年,满五年,70年商品房,简单装修,融尚中央住区,"雁塔 - 明德门 - 
朱雀大街78号",容积率：3.30,所在地址：朱雀大街78号,绿化率：31.58%,所在区域：雁塔 - 明德门,停车位：暂无信息,竣工时间：2018年
65,16909,29天前,1室0厅1卫,建面38㎡,北向,中层(共32层),"普通住宅 | 塔楼	",有电梯,2014年,满五年,70年商品房,精装修,融尚中央住区,"雁塔 - 明德门 - 
朱雀大街78号",容积率：3.30,所在地址：朱雀大街78号,绿化率：31.58%,所在区域：雁塔 - 明德门,停车位：暂无信息,竣工时间：2018年
55,9166,28天前,2室1厅1卫,建面60㎡,西南向,高层(共16层),"普通住宅 | 板楼	",有电梯,2006年,满五唯一,70年商品房,精装修,经贸委家属院,暂无信息,容积率：2.30,所在地址：莲湖路,绿化率：36%,所在区域：,停车位：暂无信息,竣工时间：1998年
40,7692,28天前,2室2厅1卫,建面52㎡,南向,高层(共6层),"普通住宅 | 板楼	",无电梯,2000年,满五年,70年商品房,精装修,七十八中家属院,"雁塔 - 西影路 - 
康宁路",容积率：1.70,所在地址：康宁路,绿化率：19%,所在区域：雁塔 - 西影路,停车位：暂无信息,竣工时间：2018年
99,18000,29天前,1室1厅1卫,建面55㎡,东向,高层(共33层),"普通住宅 | 板楼	",有电梯,2013年,满两年,70年商品房,豪华装修,新旅城,"碑林 - 文艺路 - 
建设西路中段65号",容积率：6.00,所在地址：建设西路中段65号,绿化率：35%,所在区域：碑林 - 文艺路,停车位：全部为地下，户车比例为21。,竣工时间：2018年
85,15454,29天前,1室1厅1卫,建面55㎡,西北向,中层(共32层),"公寓 | 塔楼	",有电梯,2012年,满五年,70年商品房,精装修,融尚中央住区,"雁塔 - 明德门 - 
朱雀大街78号",容积率：3.30,所在地址：朱雀大街78号,绿化率：31.58%,所在区域：雁塔 - 明德门,停车位：暂无信息,竣工时间：2018年
46,8679,28天前,2室1厅1卫,建面53㎡,南北向,高层(共7层),"普通住宅 | 板楼	",有电梯,1995年,满五唯一,70年商品房,精装修,友谊小区,"碑林 - 文艺路 - 
测绘西路139号",容积率：暂无信息,所在地址：测绘西路139号,绿化率：18%,所在区域：碑林 - 文艺路,停车位：22个,竣工时间：1999年
58,7250,29天前,2室2厅1卫,建面80㎡,南北向,低层(共6层),"普通住宅	",无电梯,2010年,满五唯一,70年商品房,精装修,京兆温泉小区,"户县 - 
人民路152号",容积率：2.00,所在地址：人民路152号,绿化率：20%,所在区域：户县,停车位：暂无信息,竣工时间：2018年
68.5,6116,30天前,3室2厅2卫,建面112㎡,南北向,中层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
68,6732,30天前,3室2厅1卫,建面101㎡,南北向,中层(共30层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,龙发天泉湾,"高陵 - 
鹿苑大道,近徐船路",容积率：暂无信息,"所在地址：鹿苑大道,近徐船路",绿化率：暂无信息,所在区域：高陵,停车位：暂无信息,竣工时间：暂无信息
62,6138,30天前,3室2厅1卫,建面101㎡,南北向,高层(共31层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,鹿苑5号公馆,"泾渭新区 - 其他 - 
上林一路,近鹿苑大道",容积率：3.00,"所在地址：上林一路,近鹿苑大道",绿化率：41%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
83,7094,30天前,3室2厅2卫,建面117㎡,南向,高层(共33层),"普通住宅 | 板楼	",有电梯,2018年,不满两年,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
64.8,6415,30天前,3室2厅1卫,建面101㎡,南北向,高层(共32层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,天下荣郡,"泾渭新区 - 其他 - 
鹿苑大道",容积率：2.90,所在地址：鹿苑大道,绿化率：35%,所在区域：泾渭新区 - 其他,停车位：暂无信息,竣工时间：2018年
83,6856,29天前,3室2厅2卫,建面121㎡,南北向,低层(共22层),"普通住宅 | 板塔结合	",有电梯,2016年,唯一住房,70年商品房,毛坯,城市蓝湾,"未央 - 经济技术开发区 - 
泾渭一路16号",容积率：3.50,所在地址：泾渭一路16号,绿化率：40%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
63,6237,30天前,3室2厅1卫,建面101㎡,南北向,高层(共31层),"普通住宅 | 板楼	",有电梯,2018年,满二唯一,70年商品房,毛坯,乾基九境城,"未央 - 经济技术开发区 - 
鹿苑大道,近西高路",容积率：2.98,"所在地址：鹿苑大道,近西高路",绿化率：36%,所在区域：未央 - 经济技术开发区,停车位：暂无信息,竣工时间：2018年
